587|NatashaFarm|http://medavi.ru/user/42/|наружные средства из адамова корня для лечения заболеваний и травм суставов|http://medavi.ru/naruzhnye_sredstva_iz_adamova_kornia_dlia_lecheniia_zabolevanii_i_travm_sustavov/|||2|Адамов корень (корень тамуса) обладает выраженными противовоспалительными и обезболивающими свойствами, эффективен при ушибах и вывихах, при лечении артритов, остеохондроза, радикулита, пяточной шпоры.  НАСТОЙКА  Мелко нарежьте высушенный корень тамуса в количестве 1 стакана (150-200 грамм) и поместите в стеклянную посуду емкостью 0,5 л, залейте крепким самогоном, спиртом (60-70%) или водкой, поставьте в прохладное темное место на 10 дней настаиваться. Процеживать не надо. Полученным настоем растирайте пораженное место 1 раз в сутки, после процедуры следует укутать сустав и подержать хотя бы 1 час в покое. Можно наложить на ночь компресс: смочите марлевую салфетку настоем, хорошо отожмите и приложите к пораженному месту под хлопковую повязку. Ни в коем случае не применяйте для компресса полиэтилен и другие воздухонепроницаемые материалы! Растение содержит агрессивные вещества и может вызвать раздражение.  Срок хранения спиртовой настойки – 3 года.  МАЗЬ  Свежий корень тамуса измельчите в кашицу на терке или с помощью блендера и смешайте в соотношении 1:10 с вазелином, глицерином или растительным маслом. Массажными движениями втирайте мазь в пораженный участок тела 2-3 раза в день без наложения повязки или 1 раз в сутки аналогично применению настойки. Храните мазь в холодильнике, но обязательно разогрейте нужное количество на водяной бане перед нанесением (мазь должна быть теплой).  Срок хранения мази – не более 2 недель.
636|NatashaFarm|http://medavi.ru/user/42/|целебные свойства отвара из василька|http://medavi.ru/tselebnye_svoistva_otvara_iz_vasilka/|||3|Отвар из василька (волошки) – отличное средство для выведения застойной жидкости из организма и устранения отеков, независимо от причины их образования (неправильный обмен веществ, болезни почек, сердца).  Для приготовления отвара используются воронковидные краевые цветки без корзинки (т.е. из бутона берутся только лепестки). Использовать можно как свежее сырье, так и высушенное.  Чайную ложку краевых цветков залить 1 стаканом кипятка и, укутав емкость с отваром махровым полотенцем, настоять в течение 1 часа. Затем профильтровать и принимать в теплом виде по 50 грамм за 15-20 минут до еды 3-4 раза в день.  Кроме мочегонного действия отвар васильков обладает желчегонным эффектом, то есть улучшает переваривание и усвоение пищи, а также потогонным, поэтому его применяют при простуде в качестве жаропонижающего средства.  Отвар из василька можно применять и наружно в качестве примочек для снятия отечности век. Для этого два ватных диска необходимо смочить в теплом отваре и приложить на 15-20 минут на веки. Кроме того, примочки из василькового отвара снимают усталость с глаз, устраняют покраснение глазного яблока и обладают противовоспалительным эффектом.  Отвар из василька обладает бактерицидным действием, поэтому его часто используют при угревой сыпи в качестве лосьона.  Василек синий содержит циановые соединения, поэтому, во избежание побочных эффектов, не стоит готовить отвар крепче или увеличивать дозировку приема внутрь.
538|Elvira|http://medavi.ru/user/14/|компресс из корня хрена|http://medavi.ru/kompress_iz_kornia_khrena/|||2|1 столовую ложку натертого на терке корня хрена, по 1 чайной ложке лимонного сока и меда смешать. Марлю сложить в несколько слоев. Смесь разложить слоем толщиной в 1 см между слоями ткани, сверху наложить полиэтилен и привязать на воспаленное место (сустав, растянутая мышца, межреберная невралгия). Для усиления разогревающего эффекта поверх компресса повязывают шерстяной шарф или укрыться одеялом. Держать компресс минимум 40-60 минут до терпимого уровня жжения. Компресс делать через день до уменьшения болевого синдрома.
540|Elvira|http://medavi.ru/user/14/|общеукрепляющий чай для поднятия иммунитета|http://medavi.ru/obshcheukrepliaiushchii_chai_dlia_podniatiia_immuniteta/|||3|Сделать смесь из травы душицы, шалфея, зверобоя, чабреца (богородская трава), мяты перечной, листьев малины и рододендрона в равных пропорциях. Добавить 50 г сухих плодов шиповника. Для получения 1 стакана настоя понадобится 1 столовая ложка сбора. В термос засыпать травяную смесь, заварить кипятком и настаивать 1-2 часа. Пить такой чай рекомендуется в сезон простуд дважды в день по стакану. Нельзя принимать беременным и кормящим женщинам.
539|Elvira|http://medavi.ru/user/14/|профилактический мятный чай от кашля|http://medavi.ru/profilakticheskii_miatnyi_chai_ot_kashlia/|||2|Взять в равных частях траву чабреца и мяты. Чай приготавливают из расчета 1 столовая ложка сырья на 1 стакан воды. Полученную травяную смесь залить водой и на малом огне довести до слабого кипения. Пить чай теплым по 100 мл трижды в день.
544|gosha|http://medavi.ru/user/16/|домашний «стоматофит»|http://medavi.ru/domashnii_stomatofit/|||2|                                               Домашний стоматофит      Существует великолепное натуральное лекарство на травах под названием «Стоматофит». Этот препарат используется при различных заболеваниях полости рта, таких как: воспаление надкостницы и полости рта, различные виды пародонтита, пародонтоз, грибковые заболевания ротовой полости, флюс и другие бактериальные поражения, включая стоматит.      Изготавливают его в Польше и цена на него, как у всех импортных лекарств, очень высокая. На курс лечения необходимо несколько пузырьков, что выливается в приличную денежную сумму. Что делать? Изготовить «Стоматофит» самостоятельно.             Необходимые ингредиенты для приготовления домашнего «Стоматофита»  1.Шалфея лекарственного                -  50 гр.  2.Кора дуба                                      - 100 гр.  3.Тимьян обыкновенный                    -  50 гр.  4.Ромашка аптечная                         - 100 гр.  5.Мята перечная                               -  50 гр.  6.Арника                                           -  50 гр.  7.Корневища аира                             -  50 гр.  8.Водка                                      - 3 бутылки       Всю траву (она должна быть россыпью, а не в фильтр-пакетах) укладываем в трехлитровую банку и заливаем водкой. Закрываем крышкой и настаиваем в темном месте в течение месяца. Затем процеживаем через несколько слоев марли и разливаем по подготовленной таре. Срок хранения неограничен. Мы получили домашний «Стоматофит» в разы дешевле аптечного. Перед полосканием разбавлять в соотношении: 1 часть экстракта на 2 части воды! Здоровья Вам и Вашим близким!
572|gosha|http://medavi.ru/user/16/|комбинированная смесь для лечения хронического бронхита|http://medavi.ru/kombinirovannaia_smes_dlia_lecheniia_khronicheskogo_bronkhita/|У Бальзама Биттнер есть свои показания к приему, не имеющие к хроническому бронхиту никакого отношения||1,5|  Бронхит одно из самых массовых заболеваний бронхолегочной системы. У большинства людей к этому заболеванию наплевательское отношение - покашлял, попил лекарства и все в порядке! Отнюдь! Неправильное лечение приводит к плачевным результатам и переходу бронхита в хроническую форму, с образование бронхоэктазов и эмфиземы легких. Берегите себя, не занимайтесь самолечением и при заболевании бронхитом обращайтесь за помощью к врачу-пульмонологу.    Для лечения хронического бронхита, совместно с лекарственной терапией назначенной пульмонологом, существует великолепное народное средство, проверенное многими поколениями наших предков. Вот этот осовремененный рецепт:     Ингредиенты средства: 1. Сок алоэ аптечный                                                 - 100 гр.                                              2. Настой девясила спиртовой                                  - 100 гр.                                              3. БАД на основе барсучьего жира «Барсукор»      - 100 гр.                                              4. Мед цветочный                                                       -   50 гр.                                              5. Масло сливочное                                                    -   50 гр.                                              6. Какао-порошок                                                       -   50 гр.                                              7. Бальзам «Биттнер»                                                 -  100 гр.     Способ приготовления: Все компоненты лечебного средства вылить, положить,                                               насыпать в литровую стеклянную банку и установить на                                               водяную баню. При постоянном помешивании добиться                                                 полного растворения и смешения ингредиентов. Все!                                               Лекарство готово! Хранить в холодильнике, перед приемом                                               тщательно перемешивать.     Способ использования: Принимать на стакане горячего молока по 1-ой ст. ложке два                                              раза в день, утром и вечером. Курс лечения 1 месяц.                                Здоровья Вам и Вашим близким!                          
820|gosha|http://medavi.ru/user/16/|лекарство от ожогов|http://medavi.ru/lekarstvo_ot_ozhogov/|||2|                                        Мазь для лечения ожогов        Как не бережется человек от ожогов, но иногда они все же случаются.  При глажке белья и приготовлении пище это происходит частенько. Ожог очень неприятен! Постоянная ноющая боль, возможность заражения обожженного участка и омертвление кожи требуют срочных мер. В аптеках продается много средств от ожогов, дорогих и дешевых, но если вы приверженец народных методов лечения присмотритесь к следующему рецепту мази.    Составляющие части мази от ожогов:  1. Трава сушеница топяная сухая          - 50гр                                                                       2. Мед цветочный                                   - 50гр                                                                       3. Коровье масло                                     - 50гр  Траву сушеницы топяной размолоть в мелкий порошок в ступке. Коровье масло и мед разогреть на водяной бане до полужидкого состояния. Всыпать порошок травы сушеницы топяной в размягченную смесь масла и меда и тщательно перемешать до запустевания. Полученную мазь хранить в холодильнике не более месяца, так как после этого срока лечебный эффект исчезает. Пользоваться лекарством очень просто, смазывайте обожженное место несколько раз в день и прикрывайте марлей. Это средство с успехом применяли наши предки при небольших ожогах, быстро снимало боль и способствовало ускоренной регенерации тканей.      Здоровья вам и вашим близким!   
848|gosha|http://medavi.ru/user/16/|мазь от псориаза|http://medavi.ru/maz_ot_psoriaza/|Много "воды" в рецепте, каким образом цветы сирени могут помочь от посриатических бляшек - непонятно. |||                                                   Мазь для лечения псориаза           В последнее время псориаз (незаразный лишай) стал очень распространенным заболеванием. Медики до сих пор не знают причин появления этой болезни, да и лечить ее очень трудно. Нет лекарств дающих 100% излечение. Предполагают что развитие псориаза провоцируют болезни нервной системы и внутренних органов. В народной медицине существует множество натуральных средств для облегчения симптомов псориаза. Одним из них является мазь на основе листьев и цветков сирени.      Цветы сирени необходимо собирать в период увядания, в это время  у них наиболее сильный эффект. Можно использовать любую сирень, кроме персидской. Цветы и листья сушат и перемалываются в мелкий порошок. Хранить порошок в темном месте до следующего урожая, готовить мазь по необходимости.      Для приготовления мази необходимо взять порошок цветков и листьев в равных объемах и смешать с медицинским вазелином до получения однородной массы. Для размягчения вазелина его необходимо подогреть на водяной бане. Все! Мазь готова!      Накладывать мазь на псориатические бляшки 2-3 раза в день без втирания. Через несколько дней бляшки потускнеют и исчезнут. Это в идеале! Но лекарство действует не на всех, неизвестно почему. Если вы не получили эффекта от этой мази – ищите другое народное средство и обязательно найдете. Псориаз странная болезнь, очень индивидуальная, поэтому нет универсального средства для ее лечения.   
746|gosha|http://medavi.ru/user/16/|при заболевании суставов|http://medavi.ru/pri_zabolevanii_sustavov/|||3|     Болезни суставов, такие как подагра, артрит и т. д. очень усложняют нашу жизнь. Постоянные боли, ограничение движения вплоть до полной невозможности ходить и поднимать предметы – все это делает наше существование, мягко говоря некомфортным. Заболевания суставов ассоциируются со старческим возрастом, но болезни молодеют и часто можно увидеть хромающих молодых людей с признаками суставных проблем.      Моя бабушка использовала старинный рецепт от болей в суставах. Привожу его по детским воспоминаниям.      Составные части лекарства: 1. Лист капусты свежий                            -  1 шт.                                                       2. Листья подорожника                             - 50 гр.                                                       3. Листья алоэ                                             - 50 гр.                                                       4. Мед цветочный                                      - 20 гр.      Капустный лист положить в кипяток минут на десять для размягчения. Листья алоэ и подорожника растолочь в ступе, перемешать с медом. Лечебную массу выложить на капустный лист. Всю эту конструкцию разместить на больном суставе. Закрыть капустный лист полиэтиленовым пакетом, сверху обмотать бинтом или полотном хлопковой ткани. Процедуру лучше всего проводить на ночь, снять лекарство утром. Как правило этого достаточно для снятия острой фазы болезни, но для полной ремиссии необходимо ставить компрессы в течении недели.                                            Здоровья Вам и Вашим близким!        
